id|name|trackid|trackname
p01|Ashkenazy|p01_267|"13 Frederik Chopin - Waltz in A Minor, Op. 34, No. 2-1"
p01|Ashkenazy|p01_268|"13 Ludwig van Beethoven -   III. Scherzo Allegro assai"
p01|Ashkenazy|p01_269|"13 Vladimir Ashkenazy - Prelude Op.22 No.4-1"
p01|Ashkenazy|p01_270|"13. No. 1. Prelude in C major, BWV 870-1"
p01|Ashkenazy|p01_271|"13. No. 16. Prelude in G minor, BWV 885-1"
p01|Ashkenazy|p01_272|"13. No. 7. Prelude in E♭ major, BWV 852-1"
p01|Ashkenazy|p01_273|"13. Nocturne in C sharp minor, op.27 no.1-1"
p01|Ashkenazy|p01_274|"14 - Etudes for Piano, Op. 10 no 3 in E major, B 74 'Tristesse'-1"
p01|Ashkenazy|p01_275|"14 - Les Saisons, Op.37A - X. Septembre. La Chasse-1"
p01|Ashkenazy|p01_276|"14 - Waltzes for Piano, Op. 34 no 1 in A flat major, B 94 'Valse brillante'-1"
p01|Ashkenazy|p01_277|"14 - Zdes khorosho, op.21,7 'It is lovely here' [Transc. Anon]-1"
p01|Ashkenazy|p01_278|"14 Frederik Chopin - Polonaise in A Flat Major, Op. 53-1"
p01|Ashkenazy|p01_279|"14 Vladimir Ashkenazy - Etude Op.42 No.1-1"
p01|Ashkenazy|p01_280|"14. No. 1. Fugue in C major, BWV 870-1"
p01|Ashkenazy|p01_281|"14. No. 16. Fugue in G minor, BWV 885-1"
p01|Ashkenazy|p01_282|"14. No. 7. Fugue in E♭ major, BWV 852-1"
p01|Ashkenazy|p01_283|"14. Nocturne in D flat major, op.27 no.2-1"
p01|Ashkenazy|p01_284|"15 - Les Saisons, Op.37A - XI. Octobre. Chant D'automne-1"
p01|Ashkenazy|p01_285|"15 - Mazurkas for Piano, B 162 Op. 63 no 3 in C sharp minor-1"
p01|Ashkenazy|p01_286|"15 - Mazurkas for Piano, Op. 67 no 2 in G minor, B 167-1"
p01|Ashkenazy|p01_287|"15 - Vocalise, op.34,14 [Transc. Kocsis]-1"
p01|Ashkenazy|p01_288|"15 Vladimir Ashkenazy - Etude Op.42 No.2-1"
p01|Ashkenazy|p01_289|"15. No. 17. Prelude in A♭ major, BWV 886-1"
p01|Ashkenazy|p01_290|"15. No. 2. Prelude in C minor, BWV 871-1"
p01|Ashkenazy|p01_291|"15. No. 8. Prelude in E♭ minor, BWV 853-1"
p01|Ashkenazy|p01_292|"15. Nocturne in B major, op.32 no.1-1"
p01|Ashkenazy|p01_293|"16 - Les Saisons, Op.37A - XII. Novembre. Troika-1"
p01|Ashkenazy|p01_294|"16 - Mazurkas for Piano, Op. 41 no 4 in A flat major-1"
p01|Ashkenazy|p01_295|"16 - Mazurkas for Piano, Op. 67 no 3 in C major-1"
p01|Ashkenazy|p01_296|"16 Vladimir Ashkenazy - Etude Op.42 No.3-1"
p01|Ashkenazy|p01_297|"16. No. 17. Fugue in A♭ major, BWV 886-1"
p01|Ashkenazy|p01_298|"16. No. 2. Fugue in C minor, BWV 871-1"
p01|Ashkenazy|p01_299|"16. No. 8. Fugue in D♯ minor, BWV 853-1"
p01|Ashkenazy|p01_300|"16. Nocturne A flat major, op.32 no.2-1"
p01|Ashkenazy|p01_301|"17 - Ballade for Piano no 4 in F minor, B 146 Op. 52-1"
p01|Ashkenazy|p01_302|"17 - Les Saisons, Op.37A - XIII. Decembre. Noel-1"
p01|Ashkenazy|p01_303|"17 - Nocturnes for Piano, B 54-Op. 9 no 1 in B flat minor-1"
p01|Ashkenazy|p01_304|"17 Vladimir Ashkenazy - Etude Op.42 No.4-1"
p01|Ashkenazy|p01_305|"17. No. 18. Prelude in G♯ minor, BWV 887-1"
p01|Ashkenazy|p01_306|"17. No. 3. Prelude in C♯ major, BWV 872-1"
p01|Ashkenazy|p01_307|"17. No. 9. Prelude in E major, BWV 854-1"
p01|Ashkenazy|p01_308|"17. Nocturne G major, op.37 no.2-1"
p01|Ashkenazy|p01_309|"18 - Contredanse for Piano in G flat major, B 17-1"
p01|Ashkenazy|p01_310|"18 - Prelude for Piano in A flat major, B 86-1"
p01|Ashkenazy|p01_311|"18 Vladimir Ashkenazy - Etude Op.42 No.5-1"
p01|Ashkenazy|p01_312|"18. No. 18. Fugue in G♯ minor, BWV 887-1"
p01|Ashkenazy|p01_313|"18. No. 3. Fugue in C♯ major, BWV 872-1"
p01|Ashkenazy|p01_314|"18. No. 9. Fugue in E major, BWV 854-1"
p01|Ashkenazy|p01_315|"19 - Etudes for Piano, Op. 10 no 11 in E flat major-1"
p01|Ashkenazy|p01_316|"19 - Impromptu for Piano no 1 in A flat major, B 110-Op. 29-1"
p01|Ashkenazy|p01_317|"19 Vladimir Ashkenazy - Etude Op.42 No.6-1"
p01|Ashkenazy|p01_318|"19. No. 10. Prelude in E minor, BWV 855-1"
p01|Ashkenazy|p01_319|"19. No. 19. Prelude in A major, BWV 888-1"
p01|Ashkenazy|p01_320|"19. No. 4. Prelude in C♯ minor, BWV 873-1"
p01|Ashkenazy|p01_321|"20 - Polonaise for Piano in A flat major, B 147-Op. 53 'Heroic'-1"
p01|Ashkenazy|p01_322|"20 - Preludes for Piano, Op. 28 no 15 in D flat major 'Raindrop'-1"
p01|Ashkenazy|p01_323|"20 Vladimir Ashkenazy - Etude Op.42 No.7-1"
p01|Ashkenazy|p01_324|"20. No. 10. Fugue in E minor, BWV 855-1"
p01|Ashkenazy|p01_325|"20. No. 19. Fugue in A major, BWV 888-1"
p01|Ashkenazy|p01_326|"20. No. 4. Fugue in C♯ minor, BWV 873-1"
p01|Ashkenazy|p01_327|"21 - Waltzes for Piano, Op. 70 no 1 in G flat major, B 92-1"
p01|Ashkenazy|p01_328|"21 Vladimir Ashkenazy - Etude Op.42 No.8-1"
p01|Ashkenazy|p01_329|"21. No. 11. Prelude in F major, BWV 856-1"
p01|Ashkenazy|p01_330|"21. No. 20. Prelude in A minor, BWV 889-1"
p01|Ashkenazy|p01_331|"21. No. 5. Prelude in D major, BWV 874-1"
p01|Ashkenazy|p01_332|"22 Vladimir Ashkenazy - Feuillet d'album Op.45 No.1-1"
p01|Ashkenazy|p01_333|"22. No. 11. Fugue in F major, BWV 856-1"
p01|Ashkenazy|p01_334|"22. No. 20. Fugue in A minor, BWV 889-1"
p01|Ashkenazy|p01_335|"22. No. 5. Fugue in D major, BWV 874-1"
p01|Ashkenazy|p01_336|"23 Vladimir Ashkenazy - Poeme Fantasque Op.45 No.2-1"
p01|Ashkenazy|p01_337|"23. No. 12. Prelude in F minor, BWV 857-1"
p01|Ashkenazy|p01_338|"23. No. 21. Prelude in B♭ major, BWV 890-1"
p01|Ashkenazy|p01_339|"23. No. 6. Prelude in D minor, BWV 875-1"
p01|Ashkenazy|p01_340|"24 Vladimir Ashkenazy - Prelude Op.45 No.3-1"
p01|Ashkenazy|p01_341|"24. No. 12. Fugue in F minor, BWV 857-1"
p01|Ashkenazy|p01_342|"24. No. 21. Fugue in B♭ major, BWV 890-1"
p01|Ashkenazy|p01_343|"24. No. 6. Fugue in D minor, BWV 875-1"
p01|Ashkenazy|p01_344|"25 Vladimir Ashkenazy - Quasi Valse Op.47-1"
p01|Ashkenazy|p01_345|"25. No. 13. Prelude in F♯ major, BWV 858-1"
p01|Ashkenazy|p01_346|"25. No. 22. Prelude in B♭ minor, BWV 891-1"
p01|Ashkenazy|p01_347|"25. No. 7. Prelude in E♭ major, BWV 876-1"
p01|Ashkenazy|p01_348|"26 Vladimir Ashkenazy - Poeme Op.52 No.1-1"
p01|Ashkenazy|p01_349|"26. No. 13. Fugue in F♯ major, BWV 858-1"
p01|Ashkenazy|p01_350|"26. No. 22. Fugue in B♭ minor, BWV 891-1"
p01|Ashkenazy|p01_351|"26. No. 7. Fugue in E♭ major, BWV 876-1"
p01|Ashkenazy|p01_352|"27 Vladimir Ashkenazy - Enigme Op.52 No.2-1"
p01|Ashkenazy|p01_353|"27. No. 14. Prelude in F♯ minor, BWV 859-1"
p01|Ashkenazy|p01_354|"27. No. 23. Prelude in B major, BWV 892-1"
p01|Ashkenazy|p01_355|"27. No. 8. Prelude in D♯ minor, BWV 877-1"
p01|Ashkenazy|p01_356|"28 Vladimir Ashkenazy - Poeme Languide Op.52 No.3-1"
p01|Ashkenazy|p01_357|"28. No. 14. Fugue in F♯ minor, BWV 859-1"
p01|Ashkenazy|p01_358|"28. No. 23. Fugue in B major, BWV 892-1"
p01|Ashkenazy|p01_359|"28. No. 8. Fugue in D♯ minor, BWV 877-1"
p01|Ashkenazy|p01_360|"29 Vladimir Ashkenazy - Desir Op.57 No.1-1"
p01|Ashkenazy|p01_361|"29. No. 15. Prelude in G major, BWV 860-1"
p01|Ashkenazy|p01_362|"29. No. 24. Prelude in B minor, BWV 893-1"
p01|Ashkenazy|p01_363|"29. No. 9. Prelude in E major, BWV 878-1"
p01|Ashkenazy|p01_364|"30 Vladimir Ashkenazy - Caresse dansee Op.57 No.2-1"
p01|Ashkenazy|p01_365|"30. No. 15. Fugue in G major, BWV 860-1"
p01|Ashkenazy|p01_366|"30. No. 24. Fugue in B minor, BWV 893-1"
p01|Ashkenazy|p01_367|"30. No. 9. Fugue in E major, BWV 878-1"
p01|Ashkenazy|p01_368|"31 Vladimir Ashkenazy - Feuillet d'album Op.58-1"
p01|Ashkenazy|p01_369|"31. No. 16. Prelude in G minor, BWV 861-1"
p01|Ashkenazy|p01_370|"32 Vladimir Ashkenazy - Masque Op.63 No.1-1"
p01|Ashkenazy|p01_371|"32. No. 16. Fugue in G minor, BWV 861-1"
p01|Ashkenazy|p01_372|"33 Vladimir Ashkenazy - Etrangete Op.63 No.2-1"
p01|Ashkenazy|p01_373|"33. No. 17. Prelude in A♭ major, BWV 862-1"
p01|Ashkenazy|p01_374|"34 Vladimir Ashkenazy - Poeme Op.69 No.1-1"
p01|Ashkenazy|p01_375|"34. No. 17. Fugue in A♭ major, BWV 862-1"
p01|Ashkenazy|p01_376|"35 Vladimir Ashkenazy - Poeme Op.69 No.2-1"
p01|Ashkenazy|p01_377|"35. No. 18. Prelude in G♯ minor, BWV 863-1"
p01|Ashkenazy|p01_378|"36 Vladimir Ashkenazy - Poeme Op.71 No.1-1"
p01|Ashkenazy|p01_379|"36. No. 18. Fugue in G♯ minor, BWV 863-1"
p01|Ashkenazy|p01_380|"37 Vladimir Ashkenazy - Poeme Op.71 No.2-1"
p01|Ashkenazy|p01_381|"38 Vladimir Ashkenazy - Vers la flamme Op.72-1"
p01|Ashkenazy|p01_382|"39 Vladimir Ashkenazy - Prelude Op.74 No.1-1"
p01|Ashkenazy|p01_383|"40 Vladimir Ashkenazy - Prelude Op.74 No.2-1"
p01|Ashkenazy|p01_384|"41 Vladimir Ashkenazy - Prelude Op.74 No.3-1"
p01|Ashkenazy|p01_385|"42 Vladimir Ashkenazy - Prelude Op.74 No.4-1"
p01|Ashkenazy|p01_386|"43 Vladimir Ashkenazy - Prelude Op.74 No.5-1"
p01|Ashkenazy|p01_387|"44 Vladimir Ashkenazy - Prelude Op.3 No.1-1"
p02|Gould|p02_001|"01 Aria-1"
p02|Gould|p02_002|"01 Brahms - Intermezzo Op.117-1-1"
p02|Gould|p02_003|"01 Glenn Gould - Ballade in D Minor, Op. 10, No. 1-1"
p02|Gould|p02_004|"01 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 1-1"
p02|Gould|p02_005|"01 Glenn Gould - English Suite No.1 BWV806 I. Prelude-1"
p02|Gould|p02_006|"01 Glenn Gould - Suite No.4 In F Major, BWV809 - Prelude-1"
p02|Gould|p02_007|"01 Glenn_Gould - BWV0831-01_Overture-1"
p02|Gould|p02_008|"02 - Variatio 1. a 1 Clav.-1"
p02|Gould|p02_009|"02 Brahms - Intermezzo Op.117-2-1"
p02|Gould|p02_010|"02 Glenn Gould - Ballade in D Major, Op. 10, No. 2-1"
p02|Gould|p02_011|"02 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 2-1"
p02|Gould|p02_012|"02 Glenn Gould - English Suite No.1 BWV806 II. Allemande-1"
p02|Gould|p02_013|"02 Glenn Gould - Suite No.4 In F Major, BWV809 - Allemande-1"
p02|Gould|p02_014|"02 Glenn_Gould - BWV0831-02_Courante-1"
p02|Gould|p02_015|"02 Variation 1-1"
p02|Gould|p02_016|"03 - Variatio 2. a 1 Clav.-1"
p02|Gould|p02_017|"03 Brahms - Intermezzo Op.117-3-1"
p02|Gould|p02_018|"03 Glenn Gould - Ballade in B Minor, Op. 10, No. 3-1"
p02|Gould|p02_019|"03 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 3-1"
p02|Gould|p02_020|"03 Glenn Gould - English Suite No.1 BWV806 III. Courante 1-1"
p02|Gould|p02_021|"03 Glenn Gould - Suite No.4 In F Major, BWV809 - Courante-1"
p02|Gould|p02_022|"03 Glenn_Gould - BWV0831-03_Gavotte_I-1"
p02|Gould|p02_023|"03 Variation 2-1"
p02|Gould|p02_024|"04 - Variatio 3. Canone all' Unisono a 1 Clav.-1"
p02|Gould|p02_025|"04 Brahms - Intermezzo Op.118-6-1"
p02|Gould|p02_026|"04 Glenn Gould - Ballade in B Major, Op. 10, No. 4-1"
p02|Gould|p02_027|"04 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 4-1"
p02|Gould|p02_028|"04 Glenn Gould - English Suite No.1 BWV806 IV. Courante 2-1"
p02|Gould|p02_029|"04 Glenn Gould - Suite No.4 In F Major, BWV809 - Sarabande-1"
p02|Gould|p02_030|"04 Glenn_Gould - BWV0831-04_Gavotte_II-1"
p02|Gould|p02_031|"04 Variation 3-1"
p02|Gould|p02_032|"05 - Variatio 4. a 1 Clav.-1"
p02|Gould|p02_033|"05 Brahms - Intermezzo Op.116-4-1"
p02|Gould|p02_034|"05 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 5-1"
p02|Gould|p02_035|"05 Glenn Gould - English Suite No.1 BWV806 V. Double 1-1"
p02|Gould|p02_036|"05 Glenn Gould - Rhapsody in B Minor, Op. 79, No. 1-1"
p02|Gould|p02_037|"05 Glenn Gould - Suite No.4 In F Major, BWV809 - Menuett I-1"
p02|Gould|p02_038|"05 Glenn_Gould - BWV0831-05_Passepied_I-1"
p02|Gould|p02_039|"05 Variation 4-1"
p02|Gould|p02_040|"06 - Variatio 5. a 1 ô vero 2 Clav.-1"
p02|Gould|p02_041|"06 Brahms - Intermezzo Op.76-7-1"
p02|Gould|p02_042|"06 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 6-1"
p02|Gould|p02_043|"06 Glenn Gould - English Suite No.1 BWV806 VI. Double 2-1"
p02|Gould|p02_044|"06 Glenn Gould - Rhapsody in G Minor, Op. 79, No. 2-1"
p02|Gould|p02_045|"06 Glenn Gould - Suite No.4 In F Major, BWV809 - Menuett II - Menuett I da capo-1"
p02|Gould|p02_046|"06 Glenn_Gould - BWV0831-06_Passepied_II-1"
p02|Gould|p02_047|"06 Variation 5-1"
p02|Gould|p02_048|"07 - Variatio 6. Canone alla Seconda 1 Clav.-1"
p02|Gould|p02_049|"07 Brahms - Intermezzo Op.76-6-1"
p02|Gould|p02_050|"07 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 7-1"
p02|Gould|p02_051|"07 Glenn Gould - English Suite No.1 BWV806 VII. Sarabande-1"
p02|Gould|p02_052|"07 Glenn Gould - Suite No.4 In F Major, BWV809 - Gigue-1"
p02|Gould|p02_053|"07 Glenn_Gould - BWV0831-07_Sarabande-1"
p02|Gould|p02_054|"07 Variation 6-1"
p02|Gould|p02_055|"08 - Variatio 7. a 1 ô vero 2 Clav.-1"
p02|Gould|p02_056|"08 Brahms - Intermezzo Op.119-1-1"
p02|Gould|p02_057|"08 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 8-1"
p02|Gould|p02_058|"08 Glenn Gould - English Suite No.1 BWV806 VIII. Bourree 1-1"
p02|Gould|p02_059|"08 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Prelude-1"
p02|Gould|p02_060|"08 Glenn_Gould - BWV0831-08_Bourree_I-1"
p02|Gould|p02_061|"08 Variation 7-1"
p02|Gould|p02_062|"09 - Variatio 8. a 2 Clav.-1"
p02|Gould|p02_063|"09 Brahms - Intermezzo Op.118-1-1"
p02|Gould|p02_064|"09 Glenn Gould - Die Kunst der Fuge (Art of the Fugue), BWV 1080 Contrapunctus 9-1"
p02|Gould|p02_065|"09 Glenn Gould - English Suite No.1 BWV806 IX. Bourree 2 Bourree 1 Da Capo-1"
p02|Gould|p02_066|"09 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Allemande-1"
p02|Gould|p02_067|"09 Glenn_Gould - BWV0831-09_Bourree_II-1"
p02|Gould|p02_068|"09 Variation 8-1"
p02|Gould|p02_069|"10 - Variatio 9. Canone alla Terza a 1 Clav.-1"
p02|Gould|p02_070|"10 Brahms - Intermezzo Op.118-21960-1"
p02|Gould|p02_071|"10 Glenn Gould - English Suite No.1 BWV806 X. Gigue-1"
p02|Gould|p02_072|"10 Glenn Gould - Invention No. 1 in C major, BWV 772-1"
p02|Gould|p02_073|"10 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Courante-1"
p02|Gould|p02_074|"10 Glenn_Gould - BWV0831-10_Gigue-1"
p02|Gould|p02_075|"10 Variation 9-1"
p02|Gould|p02_076|"11 - Variatio 10. a 1 Clav.-1"
p02|Gould|p02_077|"11 Brahms - Intermezzo Op.118-21959-1"
p02|Gould|p02_078|"11 Glenn Gould - English Suite No.2 BWV807 I. Prelude-1"
p02|Gould|p02_079|"11 Glenn Gould - Sinfonia No. 1 in C major, BWV 787-1"
p02|Gould|p02_080|"11 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Sarabande-1"
p02|Gould|p02_081|"11 Glenn_Gould - BWV0831-11_Echo-1"
p02|Gould|p02_082|"11 Variation 10-1"
p02|Gould|p02_083|"12 - Variatio 11. a 2 Clav.-1"
p02|Gould|p02_084|"12 Glenn Gould - English Suite No.2 BWV807 II. Allemande-1"
p02|Gould|p02_085|"12 Glenn Gould - Invention No. 2 in C minor, BWV 773-1"
p02|Gould|p02_086|"12 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Passepied I (En Rondeau)-1"
p02|Gould|p02_087|"12 Variation 11-1"
p02|Gould|p02_088|"13 - Variatio 12. Canone alla Quarta a 1 Clav.-1"
p02|Gould|p02_089|"13 Glenn Gould - English Suite No.2 BWV807 III. Courante-1"
p02|Gould|p02_090|"13 Glenn Gould - Sinfonia No. 2 in C minor, BWV 788-1"
p02|Gould|p02_091|"13 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Passepied II - Passepied I da capo-1"
p02|Gould|p02_092|"13 Variation 12-1"
p02|Gould|p02_093|"14 - Variatio 13. a 2 Clav.-1"
p02|Gould|p02_094|"14 Glenn Gould - English Suite No.2 BWV807 IV. Sarabande Les Agrements De La Meme Sarabande-1"
p02|Gould|p02_095|"14 Glenn Gould - Invention No. 4 in D minor, BWV 775-1"
p02|Gould|p02_096|"14 Glenn Gould - Suite No. 5 In E Minor, BWV 810 - Gigue-1"
p02|Gould|p02_097|"14 Variation 13-1"
p02|Gould|p02_098|"15 - Variatio 14. a 2 Clav.-1"
p02|Gould|p02_099|"15 Glenn Gould - English Suite No.2 BWV807 V. Bourree 1-1"
p02|Gould|p02_100|"15 Glenn Gould - Sinfonia No. 4 in D minor, BWV 790-1"
p02|Gould|p02_101|"15 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Prelude-1"
p02|Gould|p02_102|"15 Variation 14-1"
p02|Gould|p02_103|"16 - Variatio 15. Canone alla Quinta a 1 Clav.-1"
p02|Gould|p02_104|"16 Glenn Gould - English Suite No.2 BWV807 VI. Bourree 2 Bourree 1 Da Capo-1"
p02|Gould|p02_105|"16 Glenn Gould - Invention No. 5 in E flat major, BWV 776-1"
p02|Gould|p02_106|"16 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Allemande-1"
p02|Gould|p02_107|"16 Variation 15-1"
p02|Gould|p02_108|"17 - Variatio 16. Ouverture a 1 Clav.-1"
p02|Gould|p02_109|"17 Glenn Gould - English Suite No.2 BWV807 VII.Gigue-1"
p02|Gould|p02_110|"17 Glenn Gould - Sinfonia No. 5 in E flat major, BWV 791-1"
p02|Gould|p02_111|"17 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Courante-1"
p02|Gould|p02_112|"17 Variation 16-1"
p02|Gould|p02_113|"18 - Variatio 17. a 2 Clav.-1"
p02|Gould|p02_114|"18 Glenn Gould - English Suite No.3 BWV808 I. Prelude-1"
p02|Gould|p02_115|"18 Glenn Gould - Invention No. 6 in E major, BWV 777-1"
p02|Gould|p02_116|"18 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Sarabande-1"
p02|Gould|p02_117|"18 Variation 17-1"
p02|Gould|p02_118|"19 - Variatio 18. Canone alla Sexta a 1 Clav.-1"
p02|Gould|p02_119|"19 Glenn Gould - English Suite No.3 BWV808 II. Allemande-1"
p02|Gould|p02_120|"19 Glenn Gould - Sinfonia No. 6 in E major, BWV 792-1"
p02|Gould|p02_121|"19 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Double-1"
p02|Gould|p02_122|"19 Variation 18-1"
p02|Gould|p02_123|"20 - Variatio 19. a 1 Clav.-1"
p02|Gould|p02_124|"20 Glenn Gould - English Suite No.3 BWV808 III. Courante-1"
p02|Gould|p02_125|"20 Glenn Gould - Invention No. 7 in E minor, BWV 778-1"
p02|Gould|p02_126|"20 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Gavotte I-1"
p02|Gould|p02_127|"20 Variation 19-1"
p02|Gould|p02_128|"21 - Variatio 20. a 2 Clav.-1"
p02|Gould|p02_129|"21 Glenn Gould - English Suite No.3 BWV808 IV. Sarabande Les Agrements De La Meme Sarabande-1"
p02|Gould|p02_130|"21 Glenn Gould - Sinfonia No. 7 in E minor, BWV 793-1"
p02|Gould|p02_131|"21 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Gavotte II - Gavotte I da capo-1"
p02|Gould|p02_132|"21 Variation 20-1"
p02|Gould|p02_133|"22 - Variatio 21. Canone alla Setima a 1 Clav.-1"
p02|Gould|p02_134|"22 Glenn Gould - English Suite No.3 BWV808 V. Gavotte 1 Ou La Musette-1"
p02|Gould|p02_135|"22 Glenn Gould - Invention No. 8 in F major, BWV 779-1"
p02|Gould|p02_136|"22 Glenn Gould - Suite No. 6 In D Minor, BWV 811 - Gigue-1"
p02|Gould|p02_137|"22 Variation 21-1"
p02|Gould|p02_138|"23 - Variatio 22. a 1 Clav.-1"
p02|Gould|p02_139|"23 Glenn Gould - English Suite No.3 BWV808 VI. Gavotte 2 Gavotte 1 Da Capo-1"
p02|Gould|p02_140|"23 Glenn Gould - Sinfonia No. 8 in F major, BWV 794-1"
p02|Gould|p02_141|"23 Variation 22-1"
p02|Gould|p02_142|"24 - Variatio 23. a 2 Clav.-1"
p02|Gould|p02_143|"24 Glenn Gould - English Suite No.3 BWV808 VII. Gigue-1"
p02|Gould|p02_144|"24 Glenn Gould - Invention No. 9 in F minor, BWV 780-1"
p02|Gould|p02_145|"24 Variation 23-1"
p02|Gould|p02_146|"25 - Variatio 24. Canone all' Ottava a 1 Clav.-1"
p02|Gould|p02_147|"25 Glenn Gould - Sinfonia No. 9 in F minor, BWV 795-1"
p02|Gould|p02_148|"25 Variation 24-1"
p02|Gould|p02_149|"26 - Variatio 25. a 2 Clav.-1"
p02|Gould|p02_150|"26 Glenn Gould - Invention No. 12 in A major, BWV 783-1"
p02|Gould|p02_151|"26 Variation 25-1"
p02|Gould|p02_152|"27 - Variatio 26. a 2 Clav.-1"
p02|Gould|p02_153|"27 Glenn Gould - Sinfonia No. 12 in A major, BWV 798-1"
p02|Gould|p02_154|"27 Variation 26-1"
p02|Gould|p02_155|"28 - Variatio 27. Canone alla Nona a 2 Clav.-1"
p02|Gould|p02_156|"28 Glenn Gould - Invention No. 13 in A minor, BWV 784-1"
p02|Gould|p02_157|"28 Variation 27-1"
p02|Gould|p02_158|"29 - Variatio 28. a 2 Clav.-1"
p02|Gould|p02_159|"29 Glenn Gould - Sinfonia No. 13 in A minor, BWV 799-1"
p02|Gould|p02_160|"29 Variation 28-1"
p02|Gould|p02_161|"30 - Variatio 29. a 1 ô vero 2 Clav.-1"
p02|Gould|p02_162|"30 Glenn Gould - Invention No. 14 in B flat major, BWV 785-1"
p02|Gould|p02_163|"30 Variation 29-1"
p02|Gould|p02_164|"31 - Variatio 30. Quodlibet. a 1 Clav.-1"
p02|Gould|p02_165|"31 Glenn Gould - Sinfonia No. 14 in B flat major, BWV 800-1"
p02|Gould|p02_166|"31 Variation 30-1"
p02|Gould|p02_167|"32 - Aria da Capo e Fine-1"
p02|Gould|p02_168|"32 Aria-1"
p02|Gould|p02_169|"A01 Aria-1"
p02|Gould|p02_170|"A02 Variations 1-1"
p02|Gould|p02_171|"A03 Variations 2-1"
p02|Gould|p02_172|"A04 Variations 3-1"
p02|Gould|p02_173|"A05 Variations 4-1"
p02|Gould|p02_174|"A06 Variations 5-1"
p02|Gould|p02_175|"A07 Variations 6-1"
p02|Gould|p02_176|"A08 Variations7-1"
p02|Gould|p02_177|"A09 Variations 8-1"
p02|Gould|p02_178|"A10 Variations 9-1"
p02|Gould|p02_179|"A11 Variations 10-1"
p02|Gould|p02_180|"A12 Variations 11-1"
p02|Gould|p02_181|"A13 Variations12-1"
p02|Gould|p02_182|"A14 Variations 13-1"
p02|Gould|p02_183|"A15 Variations 14-1"
p02|Gould|p02_184|"A16 Variations 15-1"
p02|Gould|p02_185|"B01 Variations 16-1"
p02|Gould|p02_186|"B02 Variations 17-1"
p02|Gould|p02_187|"B03 Variations 18-1"
p02|Gould|p02_188|"B04 Variations 19-1"
p02|Gould|p02_189|"B05 Variations 20-1"
p02|Gould|p02_190|"B06 Variations 21-1"
p02|Gould|p02_191|"B07 Variations 22-1"
p02|Gould|p02_192|"B08 Variations 23-1"
p02|Gould|p02_193|"B09 Variations 24-1"
p02|Gould|p02_194|"B10 Variations 25-1"
p02|Gould|p02_195|"B11 Variations 26-1"
p02|Gould|p02_196|"B12 Variations 27-1"
p02|Gould|p02_197|"B13 Variations28-1"
p02|Gould|p02_198|"B14 Variations 29-1"
p02|Gould|p02_199|"B15 Variations 30-1"
p02|Gould|p02_200|"B16 Aria Da Capo-1"
p03|Argerich|p03_001|"01 - Chopin- 24 Preludes, op.28 - 1. C major. Agitato-1"
p03|Argerich|p03_002|"01 - Piano Sonata in B minor (1852-3) - Lento assai - Allegro energico-1"
p03|Argerich|p03_003|"01 - Piano Sonata no.2 in Bb minor, op.35 , 1. Grave - Doppio movimento-1"
p03|Argerich|p03_004|"01 - Piano Sonata no.3 in B minor, op.58 - 1. Allegro maestoso-1"
p03|Argerich|p03_005|"01 - Ravel- Gaspard de la nuit, poemes d'apres Aloysius Bertrand - 1. Ondine-1"
p03|Argerich|p03_006|"01 - Scherzo no. 3 in C sharp minor, op 39-1"
p03|Argerich|p03_007|"01 - Schumann- Kinderszenen, op.15 - 1. Von fremden Landern und Menschen-1"
p03|Argerich|p03_008|"01 - Toccata in C minor, BWV 911-1"
p03|Argerich|p03_009|"01 Martha Argerich (CD1) - J.S.Bach Toccata in C minor BWV911-1"
p03|Argerich|p03_010|"01 Martha Argerich (CD2) - F.Chopin - Grande Polonaise brillante in E flat w preceding Andante spianato ...-1"
p03|Argerich|p03_011|"01 Martha Argerich - 24 Preludes op.28 - no.1 in C major-1"
